source,bytes,sha256,group,scenario,disposition,destination,purpose,producer,dependencies
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/periods/summary.json,2081965,432f7691e7e6c93c13f2f3f43b4b04b35e40fd326867f8494eddf0512034bbfa,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/periods.log,1715,f78c5367dd99cc7c3f89027cb659b1abb38629b067ef21dbd39ce21a3d9bffe6,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/races.log,577,0e3346e9ecee7f30f0361d8df76ec2d4a141deb2d9cda32679f4c3aea15246a2,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/solves/solve_times.csv,1831621,ab28f6e191084c79ba2db025e56d2826ff68c3ae00fc627577d7d44ec019e661,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/solves/solve_times_last24h.pdf,66396,cdf46111e0e762ef2d892cc2455f407c0517759da02e4693a73cfad46c0009d6,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/solves/solve_times_last24h.png,299736,ab3e3f9cbe98c8ef7be07a0698c33b70e7c5877c9c98ada4fda380ba6a70640c,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/solves/summary.json,2859315,954f534916dffd7a25a9ff08ee0e719d8357a330334cee0822ad83ed78e9a090,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T151412.566183Z/solves.log,1092,514c298bc0444b514e779d6e7bde813e1e927ab0d198a9e0b9723e24dd1a1689,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/completion_full.pdf,47590,9e7515e422c9aeb99dfe404f150becc51f1f1180a7a22e541d4aceafb3ea266a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/completion_full.png,106156,ba40bff02daa74f4052841e042f5b54e9b32f2bfabaed1c026aa8fc329adaf21,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/completion_zoom.pdf,44961,2bf994386349ea1a10d852075611e94035fb9bab972a2696441638fab94bbb2f,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/completion_zoom.png,103977,e737460b136bed866d87b991c2e1a02bf325a857f2a1fd6d07b7053bde8b377a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/old_periods.pdf,39654,f3bda2479de3fb988b87c304941b789dd6e1320c6d664d2648b3aa7420d35a25,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/parallel_throughput.pdf,107418,fed8803640ffcf8474458652d81f73e140d80a60897e05fa049e5a57bda05e77,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/parallel_throughput.png,105164,45b4c7ece0e2f67c73a0cb7197f84abce5165cbcadfa846cd79f82388f683de1,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/period_p95.pdf,30016,c4dae76723f5f965a5ab21ce8c7a60abc0a6868bc2a4894c5d200a7507166b82,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/period_p95.png,156819,6638c6654703e04a3422ed7ca2922d7fe95359154b0c87d6ab4a7cc77b917017,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/post_reboot_distribution.pdf,25563,ab874970d9ecd9c1f8b4ad253bf872dfe939772d765be5bbd33af30ec409db6d,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/post_reboot_distribution.png,93555,6cd0f3ca61dd73d2ccbbc880322d7d04ff9fda1b0aa286ffb9a39cb2a036bbac,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/solve_times.pdf,84535,d9038e6d40812e7c4f664e31f8b941c501a547c2459b41f9d7b95095563cde8f,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/assets/solve_times.png,321395,934c4b3a184256bce6f459213b6c1f9b3f4961414a9895fe6799f07641f156ea,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/band_metadata.json,370,5d7939e43975f32a3b84615867fabf7e936d5e46677b9a05ce6f47cb9e49aa9a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/checkpoint_snapshot.json,1306143,c3d00a5e2a8bcdd6a8b7d72fe09e8aef05c8751dc181b288d469148c55e6d24f,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/completion.csv,2143115,559a79bfa7bfcff016ac713e74a426564d0ab65419ee6d86e97d64b0669958a4,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/completion_walltime.pdf,58568,37a76cae1a388a6e1191f3145cf7b0ac77f5592c720fd95f961777f66b7347ac,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/completion_walltime.png,133719,a4df29a77f6cfaa19b57caa215e138b9a357b1109f35ef5b53cfb0f9d615e5c7,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/completion_walltime_band.pdf,59354,d2dc0531505434cf83b893708e4d7719bb481c6a4345cb9ea59a893049cdf6f5,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/completion_walltime_band.png,142490,19153c5f80cc773dd6ca924bded24706a81eec21eb3d202cb28c85523d841645,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion/summary.json,4355,f2aa7d52da62affe480c7934ffcd7988d491dcf08bdf1b99a6913eb5dcc291d5,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/completion.log,1073,e75de062fdf18b070ab7477c2f44f388f6665c2a4cd5a80d57f88b9765e98f8c,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/dashboard.json,1556,31a1115237a4da3a6216300c6474300fd1b9d553d55f1265a428b8261f2d58e8,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/completion.csv,1481931,093168c5a8e31a100d1b3a900840a1759121fc93c11b99a2dd41e26c67609bae,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/completion_render.py,4363,ea7ed55bc24c4bac643354b2075cae648543efffeb72b874d6a3f2e01e7a6edd,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/completion_render.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/completion_summary.json,3164,d083ba2ed1e220f4405702752d7c92d778c7c5db295ea83bb2361da40d92e6c9,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/figure_sources.json,4047,64ed51c07db74f10cbfb6d8bbb64923c7eaec805d966dfe219a8082f082c16d4,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/old_periods_summary.json,10440,785121f32a60db7c3e915cda557c3e8eeae6908996f67e15badc0b59572c8cdf,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/operator-recovery-006122.json,60792,af5c82d791b01f62cce195a8d8785ab8a0b82f154966f59c735028b5c77ce263,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/operator_observations.md,3468,f7b70ae75c6bfdf9f67c6646a578e375ca9b16e07d715d4e678ad01d441dd57a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/p95_render.py,3761,09efe914c8522bc0c18a3b75ef0db6a2a9795afe54431f5aa679733fe474feb3,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/p95_render.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/p95_summary.json,1532,15f60fa002304c413fdcf7f0fb05ead4941d71a719f39bef86dac1f8722686d2,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/parallel_throughput.json,68993,a1d1b99f3637427b62141f9b0f3812fc80d6edbd3d4f559ba5d733ed5c359168,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/periods.csv,601078,1a613214143efddac446a4d3d4dddbe0ae7d36e7502ff5d554c81e3f30ec5b6f,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/post_reboot_distribution.json,180831,e994a1b2a6cfa532cbe408baad6f4e7d94576247729900f661fa6b11fd4f61c4,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/post_reboot_plot.py,5194,67fb085001461a2443bb1491118f9d0820a07f94390f5b10c7eaf16eacc96d18,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/post_reboot_plot.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/progress_snapshot.json,123158,0a6cd996476b14b59890346a99da1d8080f1b3e1584c0adc89d20724a26ab98c,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/race_event_snapshot.json,2349927,3515ddcf61a26b06190cb01cf83aae26b2695902e0fbe3d0781236746f04c163,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/rolling_p95.csv,75478,b048f51953ddb007ca712b8ac991acb23553e148cee7dd8d5f0a149a5a64f25e,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/solve_summary.json,2309945,f07c8045b5fd53601b88237d872f5799118e5d8881a939ebecb9597bda5bb774,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/solve_times.csv,1320919,558a63fd57784b24f7c967da8adfb873e3a2621262c6cc6249506ca5c1898a04,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/solve_times_render.py,4079,4e034b60cfc30b86d9db8e0e14613771e6cf8ed3adc07eba4373a77a688367d4,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/solve_times_render.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/speculative-policy-source-transition-001.json,2715384,b0eb21768541c5020e3982731f11f86220bee58353122d5b411a7307db39a481,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/speculative-policy-source-transition-002.json,3855398,bf835ed7a324cc3c949553fc6c7c3628f25768ddc06f0547c466d8e5c550de62,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/throughput_plot.py,4865,5922c40d468fc4a2318a2e9950a312edab5013e4e4ecc564c7087488b0563e48,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/data/throughput_plot.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/dispatch/intervals.csv,3994926,b81a50373393318029c8a5065fbffffd83dd9ff8d23572c1684a7c4a242a67f5,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/dispatch/report.json,7309,a0682f6dcf028c157deb9ff4cb04c1d32a0b39652c77a2c43e19a96e419e874a,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/dispatch.log,3051,b13face7293cce424e0328b3bec7deb929899ad83b25de7f1dba00faa5ae2626,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
outputs/s5_analysis/dashboard_snapshots/20260916T184358.253196Z/events.json,482,be057083b75b2658b58fa168c9e15f9a40f415f36df64cb7a4d0c3677e796af8,s5_analysis/dashboard_snapshots,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical snapshot or supporting detail; final selected views are promoted explicitly,outputs/s5_analysis/dashboard_support.py: refresh_snapshot; snapshot dashboard.json records code hashes,Same snapshot tables/events for rendering; original S4/S5 archive for raw recollection
